AL, 19, 2011111000, 03, ECMF,   0, 290N,  708W,  34,  990, XX
AL, 19, 2011111000, 03, EE37,   0, 291N,  708W,  38,  990, XX
AL, 19, 2011111000, 03, EE37,  12, 301N,  705W,  49,  990, XX
AL, 19, 2011111000, 03, EE37,  24, 316N,  692W,  47,  993, XX
AL, 19, 2011111000, 03, EE37,  36, 344N,  656W,  48,  995, XX
AL, 19, 2011111000, 03, EE37,  48, 405N,  594W,  60,  995, XX
AL, 19, 2011111000, 03, EE38,   0, 290N,  708W,  36,  991, XX
AL, 19, 2011111000, 03, EE38,  12, 301N,  707W,  44,  991, XX
AL, 19, 2011111000, 03, EE38,  24, 315N,  691W,  45,  994, XX
AL, 19, 2011111000, 03, EE38,  36, 342N,  657W,  53,  997, XX
AL, 19, 2011111000, 03, EE38,  48, 401N,  604W,  62,  996, XX
AL, 19, 2011111000, 03, EE39,   0, 290N,  708W,  35,  992, XX
AL, 19, 2011111000, 03, EE39,  12, 298N,  707W,  42,  991, XX
AL, 19, 2011111000, 03, EE39,  24, 310N,  687W,  46,  992, XX
AL, 19, 2011111000, 03, EE39,  36, 331N,  658W,  47,  996, XX
AL, 19, 2011111000, 03, EE40,   0, 290N,  708W,  36,  990, XX
AL, 19, 2011111000, 03, EE40,  12, 300N,  704W,  51,  988, XX
AL, 19, 2011111000, 03, EE40,  24, 313N,  687W,  51,  990, XX
AL, 19, 2011111000, 03, EE40,  36, 336N,  657W,  51,  994, XX
AL, 19, 2011111000, 03, EE41,   0, 290N,  708W,  32,  992, XX
AL, 19, 2011111000, 03, EE41,  12, 299N,  706W,  43,  992, XX
AL, 19, 2011111000, 03, EE41,  24, 311N,  689W,  41,  993, XX
AL, 19, 2011111000, 03, EE41,  36, 327N,  655W,  46,  996, XX
AL, 19, 2011111000, 03, EE41,  48, 367N,  604W,  57, 1000, XX
AL, 19, 2011111000, 03, EE42,   0, 291N,  708W,  37,  990, XX
AL, 19, 2011111000, 03, EE42,  12, 299N,  708W,  49,  988, XX
AL, 19, 2011111000, 03, EE42,  24, 314N,  694W,  51,  991, XX
AL, 19, 2011111000, 03, EE42,  36, 344N,  662W,  56,  994, XX
AL, 19, 2011111000, 03, EE43,   0, 291N,  708W,  37,  990, XX
AL, 19, 2011111000, 03, EE43,  12, 297N,  707W,  44,  989, XX
AL, 19, 2011111000, 03, EE43,  24, 306N,  687W,  50,  992, XX
AL, 19, 2011111000, 03, EE43,  36, 328N,  657W,  51,  997, XX
AL, 19, 2011111000, 03, EE43,  48, 366N,  605W,  58, 1002, XX
AL, 19, 2011111000, 03, EE43,  60, 396N,  525W,  48, 1007, XX
AL, 19, 2011111000, 03, EE43,  72, 412N,  459W,  46, 1008, XX
AL, 19, 2011111000, 03, EE44,   0, 290N,  708W,  36,  991, XX
AL, 19, 2011111000, 03, EE44,  12, 299N,  704W,  47,  991, XX
AL, 19, 2011111000, 03, EE44,  24, 316N,  689W,  48,  992, XX
AL, 19, 2011111000, 03, EE44,  36, 349N,  656W,  51,  994, XX
AL, 19, 2011111000, 03, EE45,   0, 290N,  708W,  35,  990, XX
AL, 19, 2011111000, 03, EE45,  12, 298N,  705W,  47,  990, XX
AL, 19, 2011111000, 03, EE45,  24, 311N,  686W,  51,  992, XX
AL, 19, 2011111000, 03, EE45,  36, 340N,  651W,  52,  994, XX
AL, 19, 2011111000, 03, EE45,  48, 391N,  591W,  57,  994, XX
AL, 19, 2011111000, 03, EE46,   0, 290N,  709W,  34,  991, XX
AL, 19, 2011111000, 03, EE46,  12, 300N,  705W,  48,  990, XX
AL, 19, 2011111000, 03, EE46,  24, 316N,  693W,  49,  992, XX
AL, 19, 2011111000, 03, EE46,  36, 340N,  657W,  53,  995, XX
AL, 19, 2011111000, 03, EE47,   0, 290N,  708W,  35,  990, XX
AL, 19, 2011111000, 03, EE47,  12, 300N,  708W,  45,  991, XX
AL, 19, 2011111000, 03, EE47,  24, 314N,  692W,  47,  991, XX
AL, 19, 2011111000, 03, EE47,  36, 341N,  659W,  51,  994, XX
AL, 19, 2011111000, 03, EE47,  48, 405N,  596W,  70,  992, XX
AL, 19, 2011111000, 03, EE48,   0, 290N,  708W,  34,  991, XX
AL, 19, 2011111000, 03, EE48,  12, 297N,  708W,  43,  991, XX
AL, 19, 2011111000, 03, EE48,  24, 310N,  687W,  55,  994, XX
AL, 19, 2011111000, 03, EE48,  36, 336N,  659W,  49,  997, XX
AL, 19, 2011111000, 03, EE49,   0, 291N,  709W,  37,  989, XX
AL, 19, 2011111000, 03, EE49,  12, 298N,  707W,  50,  989, XX
AL, 19, 2011111000, 03, EE49,  24, 311N,  688W,  53,  991, XX
AL, 19, 2011111000, 03, EE49,  36, 336N,  658W,  51,  994, XX
AL, 19, 2011111000, 03, EE50,   0, 290N,  708W,  33,  992, XX
AL, 19, 2011111000, 03, EE50,  12, 300N,  706W,  47,  992, XX
AL, 19, 2011111000, 03, EE50,  24, 315N,  686W,  46,  993, XX
AL, 19, 2011111000, 03, EE50,  36, 347N,  655W,  53,  995, XX
